,Unnamed: 0,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
923,1,,,4.3,,,,31,J.D. King RB,,,,,,185.0,804.0,,,8
924,10,,,10.0,,,,10,C.J. Wright NT,,,,,,1.0,10.0,,,0
925,11,,,-7.4,,,,0,-,,,,,,14.0,-104.0,,,0
926,12,,,4.9,,,,75,Total,,,,,,667.0,3285.0,,,29
927,2,,,4.3,,,,64,Shai Werts QB,,,,,,171.0,733.0,,,5
928,3,,,5.4,,,,75,Matt LaRoche RB,,,,,,62.0,333.0,,,1
929,4,,,5.7,,,,70,Logan Wright RB,,,,,,52.0,294.0,,,2
930,5,,,6.5,,,,50,Justin Tomlin QB,,,,,,30.0,196.0,,,2
931,6,,,5.0,,,,19,Gerald Green RB,,,,,,21.0,106.0,,,0
932,7,,,5.4,,,,18,Malik Murray WR,,,,,,7.0,38.0,,,0
933,8,,,12.3,,,,25,Khaleb Hood WR,,,,,,3.0,37.0,,,0
934,9,,,7.0,,,,12,NaJee Thompson WR,,,,,,2.0,14.0,,,0
935,0,,16.9,,,,,45,Mark Michaud WR,,,16.0,,271.0,,,,,4
936,1,,9.8,,,,,33,Malik Murray WR,,,20.0,,195.0,,,,,3
937,10,,3.5,,,,,8,Logan Wright RB,,,2.0,,7.0,,,,,0
938,11,,7.0,,,,,7,Anthony Beck II P,,,1.0,,7.0,,,,,0
939,12,,-3.0,,,,,0,Matt LaRoche RB,,,2.0,,-6.0,,,,,0
940,13,,12.1,,,,,45,Total,,,80.0,,968.0,,,,,9
941,2,,29.0,,,,,45,Darion Anderson WR,,,4.0,,116.0,,,,,2
942,3,,12.3,,,,,39,Khaleb Hood WR,,,8.0,,98.0,,,,,0
943,4,,9.2,,,,,24,Wesley Kennedy III RB,,,10.0,,92.0,,,,,0
944,5,,13.8,,,,,25,Colby Ransom WR,,,6.0,,83.0,,,,,0
945,6,,11.2,,,,,24,NaJee Thompson WR,,,6.0,,67.0,,,,,0
946,7,,7.0,,,,,10,J.D. King RB,,,2.0,,14.0,,,,,0
947,8,,13.0,,,,,13,Dexter Carter Jr. WR,,,1.0,,13.0,,,,,0
948,9,,5.5,,,,,10,Cam Brown TE,,,2.0,,11.0,,,,,0
949,0,6.9,,,227.0,63.9,8.0,44,Dan Ellington QB,355.0,2447.0,,137.8,,,,19.0,-145.0,22
950,1,4.6,,,11.0,39.3,1.0,34,Cornelious Brown QB,28.0,130.0,,71.1,,,,0.0,0.0,0
951,2,0.0,,,0.0,0.0,0.0,0,Kierston Harvey QB,1.0,0.0,,0.0,,,,0.0,0.0,0
952,3,0.0,,,0.0,0.0,0.0,0,Destin Coates RB,1.0,0.0,,0.0,,,,0.0,0.0,0
953,4,6.7,,,238.0,61.8,9.0,44,Total,385.0,2577.0,,132.2,,,,19.0,-145.0,22
954,0,,,5.9,,,,56,Tra Barnett RB,,,,,,248.0,1453.0,,,12
955,1,,,4.2,,,,64,Dan Ellington QB,,,,,,160.0,668.0,,,6
956,10,,,0.0,,,,0,Aubry Payne TE,,,,,,1.0,0.0,,,0
957,11,,,-0.7000000000000001,,,,1,Darius Stubbs RB,,,,,,9.0,-6.0,,,0
958,12,,,5.3,,,,67,Total,,,,,,596.0,3141.0,,,30
959,2,,,6.7,,,,67,Destin Coates RB,,,,,,82.0,546.0,,,7
960,3,,,6.6,,,,65,Seth Paige RB,,,,,,61.0,405.0,,,4
961,4,,,3.7,,,,20,Tucker Gregg RB,,,,,,15.0,56.0,,,1
962,5,,,8.0,,,,15,Devin Gentry WR,,,,,,3.0,24.0,,,0
963,6,,,3.8,,,,9,Cornelious Brown QB,,,,,,4.0,15.0,,,0
964,7,,,5.0,,,,5,Matlin Marshall WR,,,,,,1.0,5.0,,,0
965,8,,,4.0,,,,4,Cornelius McCoy WR,,,,,,1.0,4.0,,,0
966,9,,,1.0,,,,1,Kierston Harvey QB,,,,,,1.0,1.0,,,0
967,0,,10.8,,,,,44,Cornelius McCoy WR,,,70.0,,757.0,,,,,5
968,1,,12.8,,,,,43,Sam Pinckney WR,,,36.0,,460.0,,,,,5
969,10,,18.0,,,,,34,Cadarrius Thompson WR,,,2.0,,36.0,,,,,0
970,11,,8.5,,,,,16,Jamari Thrash WR,,,2.0,,17.0,,,,,0
971,12,,4.0,,,,,4,Donavon Grier WR,,,1.0,,4.0,,,,,0
972,13,,10.8,,,,,44,Total,,,238.0,,2577.0,,,,,22
973,2,,11.9,,,,,31,Roger Carter TE,,,28.0,,334.0,,,,,3
974,3,,11.4,,,,,44,Devin Gentry WR,,,25.0,,286.0,,,,,2
975,4,,15.7,,,,,40,Aubry Payne TE,,,13.0,,204.0,,,,,6
976,5,,10.2,,,,,37,Jonathan Ifedi WR,,,19.0,,193.0,,,,,0
977,6,,9.1,,,,,14,Terrance Dixon WR,,,9.0,,82.0,,,,,1
978,7,,7.5,,,,,18,Matlin Marshall WR,,,10.0,,75.0,,,,,0
979,8,,4.3,,,,,12,Tra Barnett RB,,,16.0,,69.0,,,,,0
980,9,,8.6,,,,,19,Destin Coates RB,,,7.0,,60.0,,,,,0
981,0,8.1,,,243.0,64.3,4.0,74,Levi Lewis QB,378.0,3050.0,,152.6,,,,15.0,-131.0,26
982,1,8.0,,,20.0,71.4,0.0,24,Jai'ave Magalei QB,28.0,224.0,,150.4,,,,0.0,0.0,1
983,2,5.3,,,3.0,100.0,0.0,9,Chandler Fields QB,3.0,16.0,,144.8,,,,0.0,0.0,0
984,3,16.0,,,1.0,100.0,0.0,16,Jalen Williams WR,1.0,16.0,,234.4,,,,0.0,0.0,0
985,4,8.0,,,1.0,100.0,0.0,8,Clifton McDowell QB,1.0,8.0,,167.2,,,,0.0,0.0,0
986,5,0.0,,,0.0,0.0,0.0,0,-,2.0,0.0,,0.0,,,,0.0,0.0,0
987,6,8.0,,,268.0,64.9,4.0,74,Total,413.0,3314.0,,151.9,,,,15.0,-131.0,27
988,0,,,5.8,,,,44,Elijah Mitchell RB,,,,,,198.0,1147.0,,,16
989,1,,,7.6,,,,83,Raymond Calais RB,,,,,,117.0,886.0,,,6
990,10,,,-1.0,,,,2,Jai'ave Magalei QB,,,,,,2.0,-2.0,,,0
991,11,,,-2.4,,,,0,-,,,,,,8.0,-19.0,,,0
992,12,,,6.3,,,,83,Total,,,,,,574.0,3604.0,,,42
993,2,,,7.1,,,,75,Trey Ragas RB,,,,,,116.0,820.0,,,11
994,3,,,10.4,,,,80,Chris Smith RB,,,,,,32.0,334.0,,,4
995,4,,,2.8,,,,19,Levi Lewis QB,,,,,,69.0,195.0,,,3
996,5,,,8.9,,,,29,T.J. Wisham RB,,,,,,15.0,133.0,,,0
997,6,,,6.9,,,,32,Ashton Johnson RB,,,,,,12.0,83.0,,,1
998,7,,,7.3,,,,16,Michael Orphey Jr. RB,,,,,,3.0,22.0,,,1
999,8,,,4.0,,,,4,Chandler Fields QB,,,,,,1.0,4.0,,,0
1000,9,,,1.0,,,,1,Nick Ralston TE,,,,,,1.0,1.0,,,0
1001,0,,15.1,,,,,74,Ja'Marcus Bradley WR,,,60.0,,906.0,,,,,10
1002,1,,13.1,,,,,36,Jamal Bell WR,,,34.0,,445.0,,,,,1
1003,10,,10.6,,,,,16,Brian Smith Jr. WR,,,7.0,,74.0,,,,,0
1004,11,,7.0,,,,,31,Elijah Mitchell RB,,,10.0,,70.0,,,,,1
1005,12,,6.7,,,,,34,Raymond Calais RB,,,10.0,,67.0,,,,,1
1006,13,,10.0,,,,,19,Trey Ragas RB,,,6.0,,60.0,,,,,1
1007,14,,9.5,,,,,13,Brandon Legendre WR,,,4.0,,38.0,,,,,0
1008,15,,12.3,,,,,16,Devon Pauley WR,,,3.0,,37.0,,,,,0
1009,16,,9.7,,,,,17,Hunter Bergeron TE,,,3.0,,29.0,,,,,1
1010,17,,11.0,,,,,11,Kaleb Carter WR,,,1.0,,11.0,,,,,0
1011,18,,10.0,,,,,10,Chris Smith RB,,,1.0,,10.0,,,,,0
1012,19,,8.0,,,,,8,Chris Turner TE,,,1.0,,8.0,,,,,0
1013,2,,16.2,,,,,51,Jarrod Jackson WR,,,25.0,,405.0,,,,,0
1014,20,,12.4,,,,,74,Total,,,268.0,,3314.0,,,,,27
1015,3,,12.3,,,,,53,Peter LeBlanc WR,,,28.0,,344.0,,,,,4
1016,4,,13.3,,,,,28,Jalen Williams WR,,,21.0,,279.0,,,,,1
1017,5,,11.9,,,,,43,Calif Gossett WR,,,15.0,,178.0,,,,,0
1018,6,,6.7,,,,,24,Nick Ralston TE,,,15.0,,100.0,,,,,4
1019,7,,8.8,,,,,19,Neal Johnson TE,,,11.0,,97.0,,,,,2
1020,8,,13.2,,,,,24,Cassius Allen WR,,,6.0,,79.0,,,,,1
1021,9,,12.8,,,,,22,Pearse Migl TE,,,6.0,,77.0,,,,,0
1022,0,5.6,,,83.0,51.6,7.0,75,Cephus Johnson QB,161.0,900.0,,100.1,,,,15.0,-86.0,5
1023,1,8.5,,,56.0,57.7,2.0,53,Desmond Trotter QB,97.0,820.0,,151.8,,,,9.0,-60.0,8
1024,2,7.8,,,10.0,41.7,2.0,74,Tylan Morton QB,24.0,186.0,,103.9,,,,4.0,-20.0,1
1025,3,6.8,,,149.0,52.8,11.0,75,Total,282.0,1906.0,,118.2,,,,28.0,-166.0,14
1026,0,,,5.5,,,,49,Tra Minter RB,,,,,,193.0,1057.0,,,5
1027,1,,,4.3,,,,36,Carlos Davis RB,,,,,,60.0,261.0,,,2
1028,10,,,1.6,,,,3,Terrion Avery RB,,,,,,8.0,13.0,,,0
1029,11,,,-3.0,,,,0,Cade Sutherland WR,,,,,,1.0,-3.0,,,0
1030,12,,,-5.0,,,,0,- Team -,,,,,,5.0,-25.0,,,0
1031,13,,,4.0,,,,49,Total,,,,,,509.0,2057.0,,,15
1032,2,,,3.2,,,,25,Desmond Trotter QB,,,,,,61.0,197.0,,,0
1033,3,,,2.4,,,,27,Cephus Johnson QB,,,,,,75.0,181.0,,,4
1034,4,,,3.6,,,,26,Jared Wilson RB,,,,,,49.0,176.0,,,1
1035,5,,,4.2,,,,26,Kawaan Baker WR,,,,,,20.0,83.0,,,2
1036,6,,,6.0,,,,14,Tony Brown RB,,,,,,7.0,42.0,,,0
1037,7,,,3.2,,,,9,John Tank Miller RB,,,,,,12.0,38.0,,,0
1038,8,,,1.3,,,,7,Tylan Morton QB,,,,,,15.0,20.0,,,1
1039,9,,,5.7,,,,7,Damean Bivins RB,,,,,,3.0,17.0,,,0
1040,0,,16.4,,,,,75,Kawaan Baker WR,,,35.0,,574.0,,,,,3
1041,1,,19.3,,,,,60,Jalen Tolbert WR,,,27.0,,521.0,,,,,6
1042,10,,11.0,,,,,15,John Tank Miller RB,,,2.0,,22.0,,,,,0
1043,11,,9.0,,,,,13,Khameron Taylor TE,,,2.0,,18.0,,,,,1
1044,12,,15.0,,,,,15,Nick Thompson TE,,,1.0,,15.0,,,,,0
1045,13,,7.0,,,,,7,Jared Wilson RB,,,1.0,,7.0,,,,,0
1046,14,,3.0,,,,,5,Devin Voisin WR,,,2.0,,6.0,,,,,0
1047,15,,2.0,,,,,2,Jamel Thomas WR,,,1.0,,2.0,,,,,0
1048,16,,12.8,,,,,75,Total,,,149.0,,1906.0,,,,,14
1049,2,,6.5,,,,,27,Tra Minter RB,,,32.0,,209.0,,,,,0
1050,3,,16.4,,,,,53,Cade Sutherland WR,,,10.0,,164.0,,,,,0
1051,4,,9.1,,,,,22,Davyn Flenord WR,,,14.0,,127.0,,,,,2
1052,5,,10.8,,,,,27,Brandon Crum TE,,,6.0,,65.0,,,,,0
1053,6,,12.4,,,,,20,Jalen Wayne WR,,,5.0,,62.0,,,,,2
1054,7,,7.2,,,,,13,Carlos Davis RB,,,6.0,,43.0,,,,,0
1055,8,,14.3,,,,,33,Tre'Veon Hamilton WR,,,3.0,,43.0,,,,,0
1056,9,,14.0,,,,,18,Zac Crosby TE,,,2.0,,28.0,,,,,0
1057,0,6.9,,,147.0,63.6,14.0,64,Tyler Vitt QB,231.0,1590.0,,125.0,,,,15.0,-98.0,11
1058,1,6.3,,,129.0,62.6,6.0,77,Gresch Jensen QB,206.0,1291.0,,117.4,,,,15.0,-109.0,5
1059,2,4.0,,,1.0,50.0,0.0,8,Hutch White WR,2.0,8.0,,248.6,,,,0.0,0.0,1
1060,3,4.0,,,1.0,100.0,0.0,4,Seamus O'Kelly P,1.0,4.0,,133.6,,,,0.0,0.0,0
1061,4,0.0,,,0.0,0.0,0.0,0,Jaylin Nelson RB,1.0,0.0,,0.0,,,,0.0,0.0,0
1062,5,6.6,,,278.0,63.0,20.0,77,Total,441.0,2893.0,,121.8,,,,30.0,-207.0,17
1063,0,,,4.5,,,,60,Caleb Twyford WR,,,,,,108.0,488.0,,,2
1064,1,,,3.0,,,,20,Anthony D. Taylor RB,,,,,,74.0,223.0,,,2
1065,10,,,-7.2,,,,0,-,,,,,,6.0,-43.0,,,0
1066,11,,,-1.8,,,,22,Gresch Jensen QB,,,,,,28.0,-49.0,,,2
1067,12,,,2.8,,,,60,Total,,,,,,327.0,921.0,,,8
1068,2,,,5.8,,,,40,Robert Brown Jr. RB,,,,,,28.0,161.0,,,1
1069,3,,,2.1,,,,25,Tyler Vitt QB,,,,,,56.0,119.0,,,0
1070,4,,,1.8,,,,10,Calvin Hill RB,,,,,,16.0,28.0,,,1
1071,5,,,4.6,,,,11,Jaylin Nelson RB,,,,,,5.0,23.0,,,0
1072,6,,,5.0,,,,5,Ishmael Davis DE,,,,,,1.0,5.0,,,0
1073,7,,,-1.0,,,,2,Hutch White WR,,,,,,3.0,-3.0,,,0
1074,8,,,-6.0,,,,0,Kieston Roach CB,,,,,,1.0,-6.0,,,0
1075,9,,,-25.0,,,,0,Seamus O'Kelly P,,,,,,1.0,-25.0,,,0
1076,0,,9.2,,,,,40,Hutch White WR,,,67.0,,618.0,,,,,2
1077,1,,18.4,,,,,77,Javen Banks WR,,,20.0,,367.0,,,,,4
1078,10,,13.8,,,,,22,Jacoby Hopkins WR,,,5.0,,69.0,,,,,1
1079,11,,42.0,,,,,42,Kenny Frazier WR,,,1.0,,42.0,,,,,0
1080,12,,9.3,,,,,15,Seth Caillouet TE,,,4.0,,37.0,,,,,0
1081,13,,11.0,,,,,12,Dylan Jantz WR,,,2.0,,22.0,,,,,0
1082,14,,4.7,,,,,12,Hunter Hebert TE,,,3.0,,14.0,,,,,0
1083,15,,12.0,,,,,12,Chandler Speights WR,,,1.0,,12.0,,,,,0
1084,16,,3.7,,,,,9,Robert Brown Jr. RB,,,3.0,,11.0,,,,,0
1085,17,,4.5,,,,,5,Blake Aragon WR,,,2.0,,9.0,,,,,0
1086,18,,8.0,,,,,8,Tyler Vitt QB,,,1.0,,8.0,,,,,1
1087,19,,4.0,,,,,4,Jaylin Nelson RB,,,1.0,,4.0,,,,,0
1088,2,,12.6,,,,,62,Trevis Graham Jr. WR,,,28.0,,353.0,,,,,4
1089,20,,4.0,,,,,4,Kumonde Hines LB,,,1.0,,4.0,,,,,0
1090,21,,10.4,,,,,77,Total,,,278.0,,2893.0,,,,,17
1091,3,,10.1,,,,,37,Jeremiah Haydel WR,,,32.0,,324.0,,,,,0
1092,4,,13.3,,,,,64,Mason Hays WR,,,20.0,,265.0,,,,,1
1093,5,,11.2,,,,,50,Jah'Marae Sheread WR,,,21.0,,236.0,,,,,1
1094,6,,13.4,,,,,36,Micah Hilts WR,,,13.0,,174.0,,,,,1
1095,7,,5.4,,,,,35,Caleb Twyford WR,,,27.0,,145.0,,,,,1
1096,8,,5.5,,,,,23,Anthony D. Taylor RB,,,20.0,,110.0,,,,,1
1097,9,,11.5,,,,,28,Calvin Hill RB,,,6.0,,69.0,,,,,0
1098,0,7.9,,,299.0,65.0,10.0,64,Kaleb Barker QB,460.0,3628.0,,148.4,,,,27.0,-155.0,30
1099,1,4.0,,,13.0,59.1,0.0,25,Gunnar Watson QB,22.0,89.0,,93.1,,,,0.0,0.0,0
1100,2,4.6,,,3.0,60.0,1.0,11,Kade Young QB,5.0,23.0,,58.6,,,,0.0,0.0,0
1101,3,9.0,,,1.0,50.0,0.0,18,Khalil McClain WR,2.0,18.0,,125.6,,,,0.0,0.0,0
1102,4,0.0,,,0.0,0.0,0.0,0,Luke Whittemore WR,1.0,0.0,,0.0,,,,0.0,0.0,0
1103,5,0.0,,,0.0,0.0,0.0,0,Kaylon Geiger WR,1.0,0.0,,0.0,,,,0.0,0.0,0
1104,6,7.7,,,316.0,64.4,11.0,64,Total,491.0,3758.0,,144.3,,,,27.0,-155.0,30
1105,0,,,5.8,,,,70,DK Billingsley RB,,,,,,155.0,901.0,,,10
1106,1,,,4.0,,,,17,Trevon Woolfolk RB,,,,,,71.0,287.0,,,3
1107,2,,,4.4,,,,17,Jabir Daughtry-Frye RB,,,,,,33.0,146.0,,,2
1108,3,,,1.6,,,,22,Kaleb Barker QB,,,,,,86.0,137.0,,,2
1109,4,,,9.6,,,,41,B.J. Smith RB,,,,,,11.0,106.0,,,1
1110,5,,,4.8,,,,14,Jamontez Woods RB,,,,,,22.0,105.0,,,0
1111,6,,,4.0,,,,15,Tanner Blatt RB,,,,,,11.0,44.0,,,0
1112,7,,,9.0,,,,15,Kaylon Geiger WR,,,,,,4.0,36.0,,,1
1113,8,,,2.0,,,,2,Micah Murphy S,,,,,,1.0,2.0,,,0
1114,9,,,4.3,,,,70,Total,,,,,,402.0,1717.0,,,19
1115,0,,11.3,,,,,57,Kaylon Geiger WR,,,77.0,,873.0,,,,,5
1116,1,,17.5,,,,,61,Reggie Todd WR,,,38.0,,666.0,,,,,5
1117,10,,3.5,,,,,13,Trevon Woolfolk RB,,,12.0,,42.0,,,,,2
1118,11,,4.8,,,,,12,Timmie Gibson WR,,,5.0,,24.0,,,,,0
1119,12,,8.5,,,,,12,Dalton Adkison WR,,,2.0,,17.0,,,,,0
1120,13,,7.0,,,,,10,B.J. Smith RB,,,2.0,,14.0,,,,,0
1121,14,,3.0,,,,,3,Reid Rials WR,,,1.0,,3.0,,,,,0
1122,15,,11.9,,,,,64,Total,,,316.0,,3758.0,,,,,30
1123,2,,12.5,,,,,39,Khalil McClain WR,,,45.0,,562.0,,,,,7
1124,3,,12.7,,,,,42,Luke Whittemore WR,,,34.0,,431.0,,,,,2
1125,4,,14.5,,,,,64,Tray Eafford WR,,,23.0,,334.0,,,,,3
1126,5,,11.0,,,,,27,Bret Clark WR,,,29.0,,319.0,,,,,3
1127,6,,8.4,,,,,31,DK Billingsley RB,,,25.0,,211.0,,,,,0
1128,7,,14.1,,,,,30,Sam Letton TE,,,7.0,,99.0,,,,,0
1129,8,,9.0,,,,,39,Jabir Daughtry-Frye RB,,,10.0,,90.0,,,,,0
1130,9,,12.2,,,,,24,AJ Lewis TE,,,6.0,,73.0,,,,,3
1131,0,7.5,,,239.0,61.3,10.0,98,Caleb Evans QB,390.0,2942.0,,137.3,,,,15.0,-108.0,21
1132,1,3.6,,,6.0,31.6,2.0,29,Colby Suits QB,19.0,69.0,,41.0,,,,1.0,-4.0,0
1133,2,16.5,,,1.0,50.0,0.0,33,Josh Pederson TE,2.0,33.0,,188.6,,,,0.0,0.0,0
1134,3,0.0,,,0.0,0.0,0.0,0,- Team ATH,1.0,0.0,,0.0,,,,0.0,0.0,0
1135,4,7.4,,,246.0,59.7,12.0,98,Total,412.0,3044.0,,132.8,,,,16.0,-112.0,21
1136,0,,,6.5,,,,53,Josh Johnson RB,,,,,,201.0,1298.0,,,11
1137,1,,,5.7,,,,67,Caleb Evans QB,,,,,,140.0,794.0,,,12
1138,10,,,5.5,,,,67,Total,,,,,,456.0,2487.0,,,29
1139,2,,,4.0,,,,13,Austin Vaughn RB,,,,,,50.0,199.0,,,5
1140,3,,,3.6,,,,25,Isaiah Phillips RB,,,,,,28.0,102.0,,,0
1141,4,,,10.1,,,,39,Markis McCray WR,,,,,,8.0,81.0,,,0
1142,5,,,2.6,,,,7,Colby Suits QB,,,,,,5.0,13.0,,,0
1143,6,,,1.8,,,,3,Kayin White RB,,,,,,6.0,11.0,,,1
1144,7,,,1.5,,,,3,Perry Carter Jr. WR,,,,,,2.0,3.0,,,0
1145,8,,,0.2,,,,2,Jakyle Holmes RB,,,,,,6.0,1.0,,,0
1146,9,,,-1.5,,,,0,- Team ATH,,,,,,10.0,-15.0,,,0
1147,0,,12.1,,,,,98,Markis McCray WR,,,48.0,,583.0,,,,,6
1148,1,,13.2,,,,,47,Josh Pederson TE,,,43.0,,567.0,,,,,9
1149,10,,16.7,,,,,30,Jahquan Bloomfield WR,,,3.0,,50.0,,,,,0
1150,11,,17.0,,,,,25,Isaiah Phillips RB,,,2.0,,34.0,,,,,0
1151,12,,4.7,,,,,18,Chandler Whitfield WR,,,6.0,,28.0,,,,,0
1152,13,,4.6,,,,,7,Austin Vaughn RB,,,5.0,,23.0,,,,,0
1153,14,,8.5,,,,,15,Kayin White RB,,,2.0,,17.0,,,,,0
1154,15,,12.4,,,,,98,Total,,,246.0,,3044.0,,,,,21
1155,2,,11.9,,,,,40,Jonathan Hodoh WR,,,38.0,,453.0,,,,,3
1156,3,,13.1,,,,,46,Zach Jackson WR,,,30.0,,392.0,,,,,1
1157,4,,20.3,,,,,66,Perry Carter Jr. WR,,,15.0,,305.0,,,,,0
1158,5,,12.5,,,,,22,Xavier Brown WR,,,15.0,,187.0,,,,,2
1159,6,,9.4,,,,,26,Josh Johnson RB,,,13.0,,122.0,,,,,0
1160,7,,16.0,,,,,31,Brandius Batiste WR,,,7.0,,112.0,,,,,0
1161,8,,11.0,,,,,17,Tyler Lamm TE,,,8.0,,88.0,,,,,0
1162,9,,7.5,,,,,22,Malik Jackson WR,,,11.0,,83.0,,,,,0
1163,0,9.1,,,81.0,59.1,2.0,72,Anthony Brown QB,137.0,1250.0,,154.5,,,,2.0,-12.0,9
1164,1,6.3,,,75.0,48.4,3.0,64,Dennis Grosel QB,155.0,983.0,,117.0,,,,10.0,-82.0,9
1165,2,3.9,,,3.0,42.9,0.0,18,Matt Valecce QB,7.0,27.0,,75.3,,,,1.0,-1.0,0
1166,3,16.0,,,1.0,100.0,0.0,16,David Bailey RB,1.0,16.0,,564.4,,,,0.0,0.0,1
1167,4,12.0,,,1.0,100.0,0.0,12,CJ Lewis WR,1.0,12.0,,530.8,,,,0.0,0.0,1
1168,5,0.0,,,0.0,0.0,1.0,0,Kobay White WR,1.0,0.0,,-200.0,,,,0.0,0.0,0
1169,6,0.0,,,0.0,0.0,0.0,0,Zay Flowers WR,1.0,0.0,,0.0,,,,0.0,0.0,0
1170,7,7.5,,,161.0,52.8,6.0,72,Total,305.0,2288.0,,133.5,,,,13.0,-95.0,20
1171,0,,,5.3,,,,61,AJ Dillon RB,,,,,,318.0,1685.0,,,14
1172,1,,,5.7,,,,74,David Bailey RB,,,,,,148.0,844.0,,,7
1173,10,,,3.0,,,,8,Peter Stehr RB,,,,,,3.0,9.0,,,0
1174,11,,,-2.5,,,,0,Matt Valecce QB,,,,,,2.0,-5.0,,,0
1175,12,,,5.0,,,,74,Total,,,,,,659.0,3291.0,,,27
1176,2,,,3.7,,,,24,Dennis Grosel QB,,,,,,57.0,209.0,,,2
1177,3,,,7.2,,,,46,Zay Flowers WR,,,,,,27.0,195.0,,,1
1178,4,,,3.9,,,,28,Anthony Brown QB,,,,,,33.0,128.0,,,2
1179,5,,,3.7,,,,37,Travis Levy RB,,,,,,28.0,103.0,,,1
1180,6,,,4.1,,,,30,Pat Garwo III RB,,,,,,18.0,73.0,,,0
1181,7,,,4.5,,,,9,Ben Glines RB,,,,,,6.0,27.0,,,0
1182,8,,,6.3,,,,19,Andrew Strader RB,,,,,,4.0,25.0,,,0
1183,9,,,4.8,,,,8,Kobay White WR,,,,,,4.0,19.0,,,0
1184,0,,18.2,,,,,72,Hunter Long TE,,,28.0,,509.0,,,,,2
1185,1,,15.9,,,,,64,Kobay White WR,,,29.0,,460.0,,,,,5
1186,10,,11.7,,,,,18,Elijah Robinson WR,,,3.0,,35.0,,,,,0
1187,11,,30.0,,,,,18,Anthony Brown QB,,,1.0,,30.0,,,,,1
1188,12,,6.5,,,,,9,CJ Lewis WR,,,2.0,,13.0,,,,,0
1189,13,,6.0,,,,,9,Travis Levy RB,,,2.0,,12.0,,,,,0
1190,14,,2.7,,,,,4,Pat Garwo III RB,,,3.0,,8.0,,,,,0
1191,15,,4.0,,,,,4,Isaiah Miranda TE,,,1.0,,4.0,,,,,1
1192,16,,14.2,,,,,72,Total,,,161.0,,2288.0,,,,,20
1193,2,,15.5,,,,,58,Zay Flowers WR,,,22.0,,341.0,,,,,3
1194,3,,14.1,,,,,55,Jake Burt TE,,,15.0,,212.0,,,,,1
1195,4,,15.0,,,,,42,AJ Dillon RB,,,13.0,,195.0,,,,,1
1196,5,,11.7,,,,,26,Korab Idrizi TE,,,14.0,,164.0,,,,,4
1197,6,,9.7,,,,,24,Ben Glines RB,,,10.0,,97.0,,,,,0
1198,7,,9.4,,,,,27,David Bailey RB,,,10.0,,94.0,,,,,1
1199,8,,11.6,,,,,16,Chris Garrison TE,,,5.0,,58.0,,,,,1
1200,9,,18.7,,,,,28,Ethon Williams WR,,,3.0,,56.0,,,,,0
1201,0,9.3,,,250.0,67.6,8.0,87,Trevor Lawrence QB,370.0,3431.0,,173.2,,,,15.0,-120.0,36
1202,1,6.8,,,50.0,58.8,1.0,57,Chase Brice QB,85.0,581.0,,129.4,,,,1.0,-11.0,4
1203,2,4.7,,,6.0,50.0,1.0,20,Taisun Phommachanh QB,12.0,56.0,,72.5,,,,0.0,0.0,0
1204,3,23.0,,,1.0,100.0,0.0,23,Travis Etienne RB,1.0,23.0,,293.2,,,,0.0,0.0,0
1205,4,0.0,,,0.0,0.0,0.0,0,Amari Rodgers WR,1.0,0.0,,0.0,,,,0.0,0.0,0
1206,5,0.0,,,1.0,100.0,0.0,0,Ben Batson QB,1.0,0.0,,100.0,,,,0.0,0.0,0
1207,6,0.0,,,0.0,0.0,0.0,0,- Team -,2.0,0.0,,0.0,,,,0.0,0.0,0
1208,7,8.7,,,308.0,65.3,10.0,87,Total,472.0,4091.0,,161.8,,,,16.0,-131.0,40
1209,0,,,8.0,,,,90,Travis Etienne RB,,,,,,192.0,1536.0,,,18
1210,1,,,6.2,,,,32,Lyn-J Dixon RB,,,,,,103.0,636.0,,,6
1211,10,,,6.0,,,,9,Patrick McClure QB,,,,,,2.0,12.0,,,0
1212,11,,,2.5,,,,8,Will Swinney WR,,,,,,2.0,5.0,,,0
1213,12,,,3.0,,,,3,Ty Lucas RB,,,,,,1.0,3.0,,,0
1214,13,,,1.0,,,,1,John Simpson OL,,,,,,1.0,1.0,,,1
1215,14,,,1.0,,,,1,Xavier Thomas DE,,,,,,1.0,1.0,,,0
1216,15,,,0.0,,,,0,Sylvester Mayers RB,,,,,,1.0,0.0,,,0
1217,16,,,-21.0,,,,0,Will Spiers P,,,,,,1.0,-21.0,,,0
1218,17,,,-3.1,,,,0,- Team -,,,,,,7.0,-22.0,,,0
1219,18,,,6.4,,,,90,Total,,,,,,538.0,3446.0,,,42
1220,2,,,5.5,,,,67,Trevor Lawrence QB,,,,,,93.0,514.0,,,8
1221,3,,,6.3,,,,57,Chez Mellusi RB,,,,,,44.0,276.0,,,3
1222,4,,,4.7,,,,24,Michel Dukes RB,,,,,,32.0,150.0,,,2
1223,5,,,5.2,,,,24,Darien Rencher RB,,,,,,26.0,135.0,,,2
1224,6,,,6.7,,,,18,Chase Brice QB,,,,,,14.0,94.0,,,1
1225,7,,,4.7,,,,12,Taisun Phommachanh QB,,,,,,12.0,56.0,,,0
