,Unnamed: 0,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
769,11,,10.0,,,,,10,Jamauri Wakefield RB,,,1.0,,10.0,,,,,0
770,12,,10.2,,,,,75,Total,,,202.0,,2064.0,,,,,10
771,2,,9.9,,,,,61,Ke'Shawn Vaughn RB,,,29.0,,286.0,,,,,1
772,3,,17.5,,,,,75,Chris Pierce WR,,,14.0,,245.0,,,,,1
773,4,,11.6,,,,,31,Jared Pinkney TE,,,20.0,,233.0,,,,,2
774,5,,10.2,,,,,17,James Bostic WR,,,11.0,,112.0,,,,,0
775,6,,15.0,,,,,26,Ben Bresnahan TE,,,7.0,,105.0,,,,,0
776,7,,6.9,,,,,23,Justice Shelton-Mosley WR,,,14.0,,97.0,,,,,0
777,8,,7.2,,,,,18,C.J. Bolar WR,,,11.0,,79.0,,,,,0
778,9,,3.6,,,,,15,Keyon Brooks RB,,,16.0,,57.0,,,,,0
779,0,6.9,,,150.0,57.7,11.0,94,Jack Zergiotis QB,260.0,1782.0,,118.2,,,,21.0,-117.0,9
780,1,6.1,,,53.0,63.9,2.0,33,Mike Beaudry QB,83.0,503.0,,113.9,,,,9.0,-64.0,1
781,2,7.7,,,24.0,63.2,2.0,32,Steven Krajewski QB,38.0,292.0,,143.2,,,,3.0,-21.0,3
